,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
855,HobSpace,edtech,seed,2000000.0,mumbai,India's Activity Hub for Kids,2020,2019.0,"Priya Goel Sheth, Harsh Jain",Artha Venture
856,Supplynote,saas,seed,5000000.0,noida,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,2020,2015.0,"Abhishek Verma, Harshit Mittal, Kumar Kushang, Nitin Prakash","MOX, SOSV"
857,Hire Me Car,car service,seed,948512359.4238179,noida,India's largest cloud based digital discovery and services provisioning platform for the taxi rental,2020,0.0,Pankaj Sharma,
858,ShopUp,e-commerce,series a,220000000.0,bangaldesh,"ShopUp provides easy access to B2B sourcing, last-mile logistics, digital credit, and business management solutions to small businesses.",2020,2017.0,"Afeef Zaman, Ataur Rahim Chowdhury, Siffat Sarwar","Flourish Ventures, Lonsdale Capital"
859,Harmonizer India,tech startup,seed,948512359.4238179,bengaluru,"Energy-efficient solutions based on the Artificial Intelligence, Machine Learning and Internet of Things technology,",2020,2019.0,M R Srinivas,Kapil Dev
860,Zomato,foodtech,seed,520000000.0,gurugram,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,2020,2008.0,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management"
861,Dukaan,tech startup,seed,60000000.0,mumbai,Developer of an android application designed for businesses to sell online.,2020,2020.0,"Subhash Choudhary, Suumit Shah","Lightspeed, Matrix Partners."
862,CredR,bike marketplace,seed,20000000.0,mumbai,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,2020,2014.0,"Nikhil Jain, Nittin Mittal, Sumit Chhazed","Eight Roads Ventures, On Mauritius"
863,Satyukt,agri tech,seed,5000000.0,bengaluru,An agritech company that provides business to business (B2B) agricultural data,2020,2018.0,"Sat Tomer, Yukti Gill","NABVENTURES, Social Alpha (India)"
864,RACEnergy,automotive,seed,948512359.4238179,hyderabad,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,2020,2018.0,"Arun Sreyas, Gautham Maheswaran","growX Ventures, Huddle (Incubator)"
865,TREAD,healthcare,pre-seed,11000000.0,bengaluru,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,2020,2020.0,Dinesh Godara,"Better Capital, Kunal Shah, Gaurav Munjal"
866,Anveshan,foodtech,pre-seed,1000000.0,bengaluru,Provide quality and healthy food products,2020,2019.0,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa",Titan Capital
867,TeaMonk,food & bevarages,pre-series a,9000000.0,bengaluru,India's Finest Specialty Tea company.,2020,2016.0,"Amit Dutta, Ashok Mittal","Lead Angels Network, Roots Ventures"
868,Fleetx,tech startup,pre series b,30000000.0,gurugram,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.",2020,2017.0,"Abhay Jeet Gupta, Parveen Kataria, Udbhav Rai, Vineet Sharma, Vishal Mishra","Rohit Bansal, Rohan Ranavat"
869,ReNEWate,real estate,pre-seed,948512359.4238179,pune,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",2020,2018.0,Supratik Ghatak,Real Estate Accelerator Program
870,Tango Eye,saas,seed,948512359.4238179,chennai,Retail Video Analytics SaaS product,2020,2018.0,Surender Gounder,"Riso Investments, Lenskart"
871,Rare Planet,reatil startup,pre-series a,948512359.4238179,kolkata,Rare Planet sells handicrafts made by local artisans.,2020,2015.0,"Ranodeep Saha, Vijay Kumar",Venture Catalysts
872,Avataa Me,ar platform,series a,70000000.0,bengaluru,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,2020,2014.0,Gaurav Baid,Sequoia Capital India
873,Arrival,ev startup,seed,1180000000.0,"london, england, united kingdom",Arrival is a technology company that specializes in developing electric vehicles.,2020,2015.0,Denis Sverdlov,"UPS Ventures, Hyundai Motor Company"
874,Cover Genius,fintech,seed,150000000.0,"sydney, new south wales, australia",Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,2020,2014.0,"Angus McDonald, Chris Bayley","King River Capital, Leap Capital"
875,Phononic Vibes,deeptech,seed,23000000.0,"milano, lombardia, italy","Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",2020,2018.0,"Andrea Boeri, Braghin Francesco, Giovanni Capellari, Luca D'Alessandro, Stefano Caverni",
876,MikeLegal,legaltech,seed,948512359.4238179,gurugram,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,2020,2017.0,"Tushar Bhargava, Anshul Gupta","SOSV, Artesian"
877,Clair,fintech,seed,45000000.0,"new york, united states",Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,2020,2019.0,"Alex Kostecki, Erich Nussbaumer, Nico Simko","Upfront Ventures, Walkabout Ventures"
878,Gourmet Garden,consumer goods,seed,948512359.4238179,"palmwoods, queensland, australia",Gourmet Garden is a global market leader in chilled convenient packaged herbs.,2020,1999.0,Arjun Balaji,Advent Partners
879,Miko,ai,pre series b,30000000.0,mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2020,2015.0,"Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Stride Ventures, YourNest Venture Capital"
880,Razorpay,fintech,series d,1000000000.0,bengaluru,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",2020,2014.0,"Harshil Mathur, Shashank Kumar","Tiger Global Management, Sequoia Capital India"
881,Ninjacart,food industry,seed,300000000.0,bengaluru,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.",2020,2015.0,"Ashutosh Vikram, Kartheeswaran K K, Sharath Loganathan, Thiru Nagarajan, Thirukumaran Nagarajan, Vasu Devan","Syngenta Ventures, Walmart"
882,Wow! Momo,food industry,debt,50000000.0,kolkata,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,2020,2008.0,"Binod Kumar Homagai, Sagar Daryani, Shah Miftaur Rahman","Tiger Global Management, William Bissell"
883,Pepper Content,content marketplace,series a,42000000.0,mumbai,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,2020,2017.0,"Anirudh Singla, Rishabh Shekhar","Alok Mittal, Manan Maheshwari"
884,LIVSPACE,interior design,debt,40000000.0,bengaluru,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.",2020,2014.0,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Mercer Investments, Bessemer Venture Partners"
885,Acculi Labs,healthcare,seed,6000000.0,bengaluru,Acculi Labs is a clinical grade smartphone based diagnostic tool,2020,2017.0,"HariPrasath M., Rupam Das",Startup Basket.
886,Your MD,healthcare,seed,250000000.0,"london, england, united kingdom",Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,2020,2012.0,"Alessandro Traverso, Birger Lie, Harald Jellum, Matteo Berlucchi","Orkla Ventures, Smedvig Capital"
887,Antaios,tech company,seed,110000000.0,france,Developer of memory-based technology intended to solve issues of advanced computing.,2020,2016.0,Jean Pierre Nozieres,
888,Unnati,agritech,pre-series a,17000000.0,noida,A helping hand to the farming community through Artificial Intelligence,2020,2017.0,"Amit Sinha, Ashok Prasad",NABVENTURES
889,Disprz,edtech,pre series b,16000000.0,chennai,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",2020,2015.0,"Kuljit Chadha, Subramanian Viswanathan","Xseed Partners, InnoVen Capital"
890,Uni,fintech,seed,185000000.0,mumbai,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,2020,0.0,Nitin Gupta,"Lightspeed India Partners, Accel India"
891,Credit Wise Capital,fintech,seed,60000000.0,mumbai,CreditWise Capital is a consumer finance company.,2020,1994.0,"Hirak Joshi, Aalesh Avlani",Venture Catalysts
892,Chargebee,saas,series f,550000000.0,"san francisco bay area, west coast, western us",Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,2020,2011.0,"KP Saravanan, Krish Subramanian, Rajaraman Santhanam, Thiyagarajan T","Accel, Steadview Capital"
893,Reliance Retail Ventures Ltd,retail,seed,700000000000.0,mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",2020,2006.0,Mukesh Ambani,"Silver Lake, Mubadala Investment Company"
894,Winuall,edtech,seed,20000000.0,bengaluru,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.",2020,2019.0,"Ashwini Purohit, MS Chouhan","Amit Lakhotia, Akash Gehani"
895,Genrobotics,ai,seed,3000000.0,"trivandrum, kerala, india",GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,2020,2015.0,"Arun George, Nikhil NP, Rashid Bin Abdulla, Vimal Govind MK",Unicorn India Ventures
896,Livve,rental,seed,15000000.0,cochin,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,2020,2015.0,Maya Lakshman,
897,Ergos,agritech,series a,50000000.0,"samastipur, bihar",Ergos is building an integrated supply chain by setting up micro warehouses.,2020,2012.0,"Kishor Kumar Jha, Praveen Kumar","Aavishkaar Venture Capital, Chiratae Ventures"
898,Krishitantra,soil-tech,seed,10000000.0,hyderabad,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,2020,2017.0,"Sandeep Kondaji, Vishnuprasada Bhat, Anand Bellan Raman","NABVENTURES, Omnivore"
899,PakkaProfile,recruitment startup,seed,948512359.4238179,bengaluru,"PakkaProfile bridges the gap between companies and the workforce by making better, unbiased decisions with the help of psychometric games",2020,2019.0,"Nagmanjunath Shivakumar, Savio Sebastian",Java Capital
900,Monet Networks,ai,bridge,5000000.0,"irvine, california, united states",Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,2020,2014.0,Anurag Bist,"SenseAI Ventures, EvoNexus"
901,Unocoin,fintech,series a,948512359.4238179,"tumkur, karnataka","Unocoin is an Indian bitcoin processor that enables users to buy, sell, store, use, and accept bitcoins.",2020,2013.0,"Abhinand Kaseti, Harish B V, Sathvik Vishwanath, Sunny Ray","Digital Finance Group, FundersClub"
902,Pesto,edtech,seed,948512359.4238179,new delhi,Pesto is a career accelerator for software engineers with the mission to take opportunities to places where talent exists.,2020,2017.0,"Andrew Linfoot, Ayush Jaiswal","Sriharsha Majety, Rahul Jaimini"
903,NirogStreet,ayurveda tech,pre-series a,20000000.0,gurugram,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2020,2016.0,Ram N Kumar,"Wavemaker Partners, Subho Ray"
904,Bambrew,packaging solution startup,pre-seed,948512359.4238179,bengaluru,Bambrew is an online shop for reusable bamboo straws.,2020,2018.0,Vaibhav Anant,Upsparks
905,Omnify,saas,pre-series a,948512359.4238179,"san francisco bay area, silicon valley, west coast",Omnify is a Global SaaS platform for Small Services Business,2020,2016.0,"Kabandi Saika, Manik Mehta","Saurabh Arora, LD Sharma"
906,Fanball XI,gaming,seed,10000000.0,new delhi,The gaming company mostly focused on fantasy football games,2020,0.0,Vinayak Seth,Foxhog Ventures
907,Treebo Hotels,hospitality,seed,60000000.0,bengaluru,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.",2020,2015.0,"Kadam Jeet Jain, Rahul Chaudhary, Sidharth Gupta","Ramesh Mangaleswaran, Saikiran Krishnamurthy"
908,GPS Renewables,cleantech,series a,30000000.0,bengaluru,To solve the urban waste problem by utilising local technologies and business models.,2020,2010.0,"Mainak, Sreekrishna","Triodos, Caspian"
909,Public,social media,seed,300000000.0,new delhi,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,2020,2019.0,Azhar Iqubal,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners"
910,Legal Salah,legaltech,seed,10000000.0,kolkata,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,2020,2015.0,CA Abhinit Singh,I2I Capitals
911,FanPlay,gaming,seed,948512359.4238179,new delhi,FanPlay Technologies operates as a real-money gaming startup.,2020,2018.0,"Bharat Gupta, Pritesh Kumar","Core91 Fund, Anupam Mittal"
912,ECOSTP,sanitation solutions,seed,190000000.0,bengaluru,Eco friendly zero power zero maintenance sewage treatment plant in India.,2020,2017.0,"Simar Kohli, Tharun Kumar, Praseed KK",Terwilliger Centre
913,Coralogix,saas,series b,250000000.0,"san francisco, california, united states",Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,2020,2013.0,"Ariel Assaraf, Guy Kroupp, Lior Redlus, Yoni Farin","2B Angels, Janvest Capital Partners"
914,Equiwatt,tech company,seed,3000000.0,"newcastle upon tyne, newcastle upon tyne, united kingdom",Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,2020,2015.0,"Johnson Fernandes, Ravneet Kaur",Rising Stars
915,Reliance Retail Ventures,e-commerce,seed,8000000000.0,mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",2020,2006.0,Mukesh Ambani,"General Atlantic, Kohlberg Kravis Roberts"
916,Zhangmen,edtech,seed,4000000000.0,"shanghai, china",Zhangmen is an online tutoring platform provides tutoring courses to students.,2020,2005.0,Yi Zhang,"CICC Alpha, VMS Asset Management"
917,AgroWave,agritech,seed,5000000.0,gurugram,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,2020,2017.0,Anu Meena,Sekhar Puli
918,Sapio Analytics,tech company,seed,1500000.0,mumbai,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,2020,2018.0,"Ashwin Srivastava, Hardik Somani",
919,Taimei,healthcare,seed,1760000000.0,"jiaxing, zhejiang, china",Taimei Technology provides a cloud platform for clinical research collaboration.,2020,2013.0,Lu Zhao,"Cowin Venture, ZSVC"
920,Avanse Financial Services,fintech,seed,150000000.0,mumbai,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",2020,2012.0,Amit Gainda,International Finance Corporation
921,Industry Buying,e-commerce,seed,150000000.0,new delhi,India's largest industrial ecommerce platform,2020,2013.0,"Rahul Gupta, Swati Gupta","BlackSoil, BEENEXT"
922,Hopscotch,e-commerce,seed,250000000.0,mumbai,"Hopscotch provides an insider access to international brands for babies, kids, and moms.",2020,2011.0,Rahul Anand,"Marc Lore, Rise Capital"
