,Company/Brand,Founded,HeadQuarter,Sector,What it does,Founders,Investor,Amount($),Stage,Year
749,Fittr,0,Pune,Fitness,Fitness Social Network & Consultation Platform,Jitendra Chouksey,"Sequoia Capital Surge, Better Capital",20000000,Seed,2020
750,AsknBid,2018,Bangalore,Investment Tech,It builds algorithmic investing-based tech products,"Suresh Bavisetti, Paarth Dhar",Ravikanth Reddy & Mumbai Angel Network,0,Seed,2020
751,Bira91,2015,Bangalore,Beverage,Craft beer maker,Ankur Jain,"Sequoia Capital, Sofina",200000000,Series C,2020
752,Finaureus Technologies,2017,Pune,Fintech,Provides investment management solutions,"Arindam Ghosh, U R Bhatt",Pinetree Capital,0,Pre series A,2020
753,Daily Ninja,2014,Haryana,Ecommerce,Online Milk Delivery startup,Sagar Yarnalkar,Big Basket,3498000,Seed,2020
754,Guvi Geek Network Pvt Ltd,2014,Chennai,Edtech,Operates vernacular-language based education,"SP Balamurugan, Arun Prakash, Sri Devi",Education Catalyst Fund,7860000,Pre series A,2020
755,LoadShare,2017,Bangalore,Logistics,Provides technology based solutions to SMEs in logistics,"Raghuram Talluri, Tanmoy Karmakar, Rakib Ahmed",CDC Group,20040000,Series B,2020
756,Vedantu,0,Bangalore,Edtech,Onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",KB Global Platform Firm,68000000,Series C,2020
757,Indusface,2004,,IT,It provides IT security solutions,"Venkatesh Sundar, Nandini Tandon",Tata Capital Growth Fund II,50000000,Seed,2020
758,DMI Group,2008,Delhi,Financial Services,Pan-India Credit providing platform,"Shivashish Chatterjee, Yuvraja Singh",NXC Corporation,1230000000,Seed,2020
759,Spintly,2017,Goa,IoT,It is a wireless cloud-based access control system,"Rohin Parkar, Malcolm Dsouza",Saltwater Venture Sparks,2480000,Pre series A,2020
760,Credr,2014,Mumbai,Automobile,A marketplace to buy and sell used bikes and scooters,Mittal,Stride Ventures,0,Seed,2020
761,Bijak,0,Gurugram,Agritech,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics","Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi",RTP Global,120000000,Series A,2020
762,Bugworks,2014,Bangalore,Biopharma,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,Anand Anandkumar,"University of Tokyo Edge Capital, Global Brain Corporation",75000000,Seed,2020
763,DrinkPrime,0,Bangalore,,Water purifier subscription service,"Manas Ranjan Hota, Vijender Reddy","Abhishek Goyal, Bharat Jaisinghani, FirstCheque",0,Seed Round,2020
764,Yap,0,Chennai,Fintech,Banking and payment products-focused API platform,"Madhusudanan R, Muthukumar and Prabhu",BeeNext,45000000,Series A,2020
765,UzhavarBumi,2017,Tamil Nadu,Dairy,Provides fresh dairy products,"Vetrivel Palani, Paneerselvam",Angel Network,0,Seed,2020
766,Tattva,2018,Delhi,Beauty & wellness,Sells its organic and beauty products via marketplace,"Megha Wadhwa, Karnesh Mahendru","Sukhbir Singh, Rakhee Singal",1500000,Seed,2020
767,Pariksha,2015,Pune,Edtech,Platform for vernacular test-preparation,"Karanvir Singh, Utkarsh Bagri, Vikram Shekhawat, Deepak Choudhary","INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia",0,Pre series A,2020
768,DailyHunt,0,,Media,News aggregator,Virendra Gupta,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management",240000000,Seed,2020
769,NoBroker,2014,Bangalore,Real Estate,Online real estate rental startup,"Amit Kumar Agarwal, Akhil Gupta, Saurabh Garg",General Atlantic,300000000,Seed,2020
770,Box8,2011,Mumbai,Foodtech,Enables to order food online,"Amit Raj, Anshul Gupta","IIFL Seed Ventures Fund, Menlo park",40000000,Seed,2020
771,Capital Float,2013,Bangalore,Fintech,Online platform that provides working capital finance to SMEs,"Gaurav Hinduja, Sashank Rishyasringa","Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon",150000000,Seed,2020
772,ITILITE,0,Bangalore,Travel & SaaS,Platform for business travel,"Mayank Kukreja, Anish Khadiya","Greenoaks Capital, Vy Capital. Matrix Partners India",130000000,Series B,2020
773,Morning Context,0,,Digital Media,A subscription-only digital media publisher,,Angel investors,0,Seed Round,2020
774,Aavenir,2019,Ahmedabad,SaaS,Source-to-Pay Software,Ashish Bhandari,Accel,20000000,Seed Round,2020
775,Savvy Co op,0,,Healthcare,It connects patients with healthcare companies,Jen Horonjeff,Indie VC,0,Seed,2020
776,BLive,2018,,Tourism & EV,"It offers experiential, guided tours on smart electric bikes","Samarth Kholkar, Sandeep Mukherjee",Mumbai Angels Network,0,Pre series A,2020
777,Yellow Messenger,0,Bangalore,AI,It offers conversational chatbots,Raghavendra Kumar Ravinutala,"Lightspeed Venture Partners, Lightspeed India Partners.",200000000,Series B,2020
778,Toch,0,,Media Tech,AI based Video object detection and Tagging platform,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures,4000000,Seed,2020
779,Ewar,0,Bangalore,Gaming,E-sports and real-time gaming startup,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee",2000000,Seed,2020
780,Setu,0,,Fintech,"Offers open APIs across four categories: bills, savings, credit, and payments.","Sahil Kini, Nikhil Kumar","Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund.",142590000,Series A,2020
781,Wellthy Therapeutics,0,Bangalore,Healthtech,It offers a digital therapeutics service,Abhishek Shah,Saama Capital,40000000,Pre series A,2020
782,Power Gummies,2018,Delhi,Health,Offers health supplements related gummies,Divij Bajaj,Venture Catalysts,0,Seed,2020
783,Locale ai,2019,Bangalore,Location Analytics,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,"Rishabh Jain, Aditi Sinha",Better Capital,0,Seed,2020
784,FarEye,0,Delhi,Logistics,"It enables businesses to execute, track, predict and oprimize the movements of goods","Gaurav Srivastava, Gautam Kumar, Kushal Nahata","M12, Honeywell venture capital, Eight Roads Venture",245000000,Series D,2020
785,Rebel Foods,0,,Food tech,It runs internet kitchen,"Jaydeep Barman, Kallol Bannerjee",Coatue Management,500000000,Seed,2020
786,BankBazaar,2008,Chennai,Fintech,Online marketplace that gives customers instant customised offers on loans and credit cards,"Adhil Shetty, Arjun Shetty, Rati Shetty,","Amazon, Sequoia, Walden SKT Venture Fund",38000000,Series D,2020
787,Porter,2014,Mumbai,Logistics,Logistics and fleet management,"Pranav Goel, Uttam Digga",Lightstone Global Funds,183700000,Series D,2020
788,SugarBox,0,Mumbai,Tech,Hyperlocal data distribution platform,Rohit Paranjpe,Zee Entertainment Enterprises Limited,685250000,Seed,2020
789,Capital Float,2013,Bangalore,Fintech,Online platform that provides working capital finance to SMEs,"Gaurav Hinduja, Sashank Rishyasringa","Amazon Inc`, Dinesh J Hinduja",48000000,Series F,2020
790,Big Basket,0,Bangalore,E store,Online grocery store,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Alibaba Holdings,600000000,Seed,2020
791,Amica,0,,Fintech,Neobanking startup,Jitendra Gupta,"Hummingbird Ventures, Bedrock Capital",20000000,Seed,2020
792,Vedantu,0,Bangalore,Edtech,Onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Legend Capital,125000000,Series C,2020
793,Fingerlix,2016,,Food,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,","Shrikrishna Bharambe, Shripad Nadkarni, Varun Khanna, Abhijit Berde","Accel, Zephyr Peacock, Swiggy, RB Investments.",18340000,Seed,2020
794,Plop,0,Mumbai,Tech,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,"Vineet Shetty, Anushka Shetty","Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi",0,Angel Round,2020
795,Zupee,2018,,Gaming,It runs live quiz tournaments on its app.,"Malhi, Siddhant Saurabh",Matrix Partners,80000000,Series A,2020
796,DeHaat,2012,,Agritech,Online marketplace for farming services and products,Shashank Kumar,Sequoia Capital India,120000000,Series A,2020
797,Lido Learning,0,Mumbai,Edtech,Online teaching service,Sahil Sheth,Bace Capital,75000000,Series B,2020
798,Aye Finance,2014,Gurugram,Fintech,A finance lender to SMEs,"Vikram Jetley, Sanjay Sharma",Undisclosed,238500000,Seed,2020
799,Swiggy,2014,Bangalore,Foodtech,Platform to order food online from restaurants and getting it delievered,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini","Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",430000000,Series A,2020
800,Akna Medical,2018,,Healthtech,Provides supply solutions for surgical and pharmaceutical products.,"Saurabh Pandey, Mahadevan Narayanamoni",LGT Lightstone Aspada,70000000,Seed,2020
801,Zomato,0,Gurugram,Foodtech,Online food delivery and restaurant discovery platform,Deepinder Goyal,Pacific Horizon,50000000,Seed,2020
802,RaRa Delivery,0,,Logistics,Provides same day delivery service for ecommerce businesses,Karan Bhardwaj,"Der Shing Lim, 500 startups",8000000,Seed Round,2020
803,JusPay,0,Bangalore,Fintech,Online payment solutions,Vimal Kumar,Vostok Emerging Finance,216000000,Series B,2020
804,Obviously AI,2018,,Data Science,It provides predictive insights to clients by leveraging their data,"Tapojit Debnath, Nirman Dave",Arka Venture Labs,0,Seed,2020
805,Fingpay,2016,Mumbai,Fintech,Provides payment solutions,"Pratyush Halen, Anuraag Agrawal",IvyCap Ventures,35000000,Series A,2020
806,Recko,2017,Bangalore,SaaS,The platform enables AI-powered reconciliation of digital transactions,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures,60000000,Series A,2020
807,Furlenco,2012,Bangalore,Ecommerce,Furniture rental startup,Ajith Mohan Karimpana,"Chowdry Associates, Lightbox",100000000,Seed,2020
808,Mera Cashier,2019,Noida,Fintech,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Gaurav Tomar, Sucharita Redd","Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",1500000,Seed,2020
809,Kitchens Centre,2019,Delhi,,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,Lakshay Jain,AngelList India,5000000,Seed Round,2020
810,Camp K12,0,Gurugram,Edtech,It connects students with tutors online,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, SAIF Partners",40000000,Seed Round,2020
811,MedGenome,2013,Bangalore,Healthtech,Genetic diagnostic testing company,Sam Santhosh,LeapFrog Investments,550000000,Series D,2020
812,Ergos,0,Bangalore,Agritech,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,"Kishor Jha, Praveen Kumar",Aavishkar Capital,45980000,Seed,2020
813,Nykaa,2012,Mumbai,Ecommerce,Deals in cosmetic and wellness products,Falguni Nayar,Steadview capital,131370000,Seed,2020
814,Samadhan,2018,Delhi,Insurance,They help find solutions to insurance related issues,"Deepak Bhuvneshwari Uniyal, Shilpa Arora, Shailesh Kumar, Sanjay Aggarwal",Venture Catalysts,0,Seed Round,2020
815,SaScan,0,Bangalore,Healthcare,Cancer diagnostics startup,Subhash Narayanan,Unicorn India ventures,0,Seed,2020
816,Lido Learning,0,Mumbai,Edtech,Online teaching service,Sahil Sheth,"Pecus Capital, Madhur Deora",30000000,Seed,2020
817,CureFit,2016,Bangalore,Health and Fitness,"Integrated platform for food, fitness and meditation.","Mukesh Bansal, Ankit Nagori",Temasek,1150000000,Series D,2020
818,Nimesa,2018,Bangalore,SaaS,Cloud data managemnt solutions enterprise,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring capital,0,Seed,2020
819,Design X,0,Noida,IoT,Builds IoT based products,Preet Arjun Singh,ThinkNext LLC,2000000,Seed Round,2020
820,Driftly Electric,0,Bangalore,Automobile,Electric vehicle startup,Sneha Roy,MG Motor India,0,Seed,2020
821,Imstrong,2019,Bangalore,Fitness,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter,4000000,Seed Round,2020
822,Craftsvilla,0,Mumbai,Marketplace,Online marketplace for ethnic wear,Monica Gupta. Manoj Gupta,Supera Investments,39000000,Seed,2020
823,Rupifi,2020,Bangalore,Fintech,Offers financial products for SMEs,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Ashneer Grover, Kunal Shah, Ramakant Sharma",0,Pre seed round,2020
824,SnackAmor,0,Mumbai,Food,It offers various healthy snacks,Deepak Grover,Undisclosed,0,Seed Round,2020
825,Zealthy,2019,Bangalore,Healthtech,"It connects women to healthproviders for specialities like infertility, maternity etc.,","Rishi Malhotra, Akhil Gupta","KYT Ventures, First Cheque, AngelList",0,Seed Round,2020
826,CoinDCX,0,,Fintech,A cryptocurrency trading platform,Sumit Gupta,"Polychain Capital, Bain Capital Ventures, HDR Group",30000000,Series A,2020
827,NuNu TV,0,,Media,Kids-focussed Youtube channel,,Risers Accelerators,6700000,Seed,2020
828,QTalk,0,Bangalore,Technology,Smart Phone Dialer,"Sagar Modi, Advaith Vishwanath","Accel India, Lightspeed Venture Partners",16000000,Seed Round,2020
829,Shadez,2018,Mumbai,Interior & decor,Paint Company,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,1000000,Seed Round,2020
830,Excess2Sell,0,Mumbai,Ecommerce,B2B Marketplace for Overstock & Surplus Inventory,Rajan Sharma,Gautham Madhavan,10000000,Seed,2020
831,Stanplus,2016,Hyderabad,Healthtech,Ambulance service,Prabhdeep Singh,Pegasus FinInvest,15000000,Pre series A,2020
832,Pitstop,0,Bangalore,Automobile,Doorstep car service,Mihir Mohan mishra,TPG-backed Group Landmark,25000000,Series A,2020
833,Univariety,2015,Hyderabad,Edtech,Online marketplace that provides career counselling and college guidance,Jaideep Gupta,Info Edge,11000000,Seed,2020
834,Peel Works,2010,Mumbai,SaaS,E-commerce for corner/retail stores.,"Sachin Chhabra, Nidhi Ramachandran",CESC Ventures,28000000,"Series C, D",2020
835,CoreStack,2016,Chennai,Technology,Enterprise cloud governance technology startup,"Ezhilarasan Natarajan, Sabapathy Arumugam, Krishnakumar Narayanan, Thiruvalluvar NB",Naya Ventures,85000000,Series A,2020
836,Vivriti Capital,2017,Chennai,Fintech,Digital lending startup,"Gaurav Kumar, Vineet Sukumar",LGT Lightstone Aspada,500000000,Series B,2020
837,Agnikul,0,Chennai,Spacetech,"It designs, fabricates, tests and launch orbital class launch vehicles",Srinath Ravichandran,pi Ventures,31480000,Pre series A,2020
838,Fintso,2020,,Fintech,Wealth management platform,"George Mitra, Rajan Pathak","Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",26000000,Seed,2020
839,Khatabook,0,Bangalore,Fintech,It helps SMEs to maintain their accounts and ledger online.,Ravish Naresh,Mahendra Singh Dhoni,0,Seed,2020
840,Smart Coin,2015,,Fintech,Consumer lending startup,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",LGT LightstoneAspada,70000000,Series A,2020
841,ZunRoof,2016,Gurugram,Cleantech,"It specialises in solar rooftop design, installation, and management using technology","Pranesh Chaudhary, Sushant Sachan",Godrej Investments,30000000,Series A,2020
842,Shop101,2015,,Social e-commerce,Enables entrepreneurs to sell online,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",39000000,Series C,2020
843,OM Bhakti,0,Bangalore,FMCG,A puja cotton-wicks manufacturing startup,"Sridhar Joshi, Prashant Kulkarni",Venture Catalysts,0,Seed Round,2020
844,Lal10,2016,Uttar Pradesh,B2B,It helps Indian artisans and SMEs reach out to global retailers,"Maneet Gohil, Sanchit Govil, Albin Jose",Sorenson Impact,11000000,Seed,2020
845,Anaxee Digital Runner,2016,Indore,Tech,A tech-enabled ID verification and data collection startup,"Govind Agrawal, Arti Agrawal",Orios Venture Partners,0,Seed,2020
846,CollegeKhabri,2019,Bhopal,Edtech,Platform is an end-to-end college and career counselling platform for students,Arshi Khan,Vishal Dixit,0,Seed,2020
847,Ola Electric,0,Bangalore,eMobility,Electric vehicle,"Ankit Jain, Anand Shah",Pawan Munjal Family Trust Fund,10000000,Seed,2020
